,id,Cuisine Style
7131,d8720503,
7132,d1942804,"Cafe,Vegetarian Friendly"
7133,d8490027,
7134,d7886407,European
7135,d10051032,
7136,d1359798,"Greek,Vegetarian Friendly"
7137,d5616861,
7138,d12390337,Fast Food
7139,d6033833,
7140,d9857382,"Bar,Pub"
7141,d12220778,"Asian,Korean"
7142,d5491210,
7143,d10813580,
7144,d5959513,"German,Austrian,European"
7145,d982932,"German,Vegetarian Friendly"
7146,d5965437,
7147,d12806065,Japanese
7148,d5850643,Fast Food
7149,d6367297,Spanish
7150,d7255785,"European,Spanish,Portuguese"
7151,d7342569,
7152,d12167112,
7153,d4433520,
7154,d12828211,European
7155,d9834650,
7156,d5523421,"Bar,Pub"
7157,d10460941,"Italian,German,Cafe"
7158,d12201536,"Barbecue,Turkish,Grill"
7159,d8545603,"Dessert,Deli"
7160,d12111087,
7161,d2148080,
7162,d7023811,
7163,d7337448,
7164,d6936649,French
7165,d10252442,
7166,d10375610,
7167,d6977005,
7168,d11872984,
7169,d11917183,American
7170,d12173702,
7171,d12962892,
7172,d1360108,
7173,d3442448,
7174,d5963816,French
7175,d1357035,
7176,d12802661,
7177,d9567317,
7178,d10064351,"Cafe,Vegetarian Friendly"
7179,d13238453,Pizza
7180,d5864168,"Mediterranean,Spanish"
7181,d4413178,"European,Vegetarian Friendly"
7182,d10154414,"Mediterranean,Greek"
7183,d4768724,"European,Czech"
7184,d8531938,
7185,d8180335,"Dessert,Cafe"
7186,d5957302,
7187,d9721037,
7188,d1332170,"French,Seafood,Dining bars"
7189,d3982644,
7190,d6706485,Vegetarian Friendly
7191,d6919791,
7192,d11932688,
7193,d9721657,
7194,d5895194,
7195,d7361788,Fast Food
7196,d6703612,"Quick Bites,Deli"
7197,d6116877,
7198,d8422566,"German,Cafe,Vegetarian Friendly"
7199,d1081756,
7200,d11955350,
7201,d1081386,
7202,d10467504,Italian
7203,d12130053,
7204,d12083432,
7205,d1320135,
7206,d1355316,
7207,d2284565,
7208,d13206499,
7209,d8548422,"Chinese,Sushi,Asian"
7210,d12850871,
7211,d8278389,"Cafe,Vegetarian Friendly"
7212,d5493105,"Mediterranean,Spanish"
7213,d7350307,"Bakeries,Cafe,Vegetarian Friendly"
7214,d1138962,
7215,d8670115,
7216,d5556651,
7217,d11923124,
7218,d11637366,"Italian,Lombard,Northern-Italian"
7219,d7995734,Spanish
7220,d10389328,
7221,d11208508,
7222,d12340677,
7223,d12827433,
7224,d5980445,
7225,d8781739,
7226,d8486395,
7227,d5423620,
7228,d12437186,
7229,d7124544,
7230,d1056291,
7231,d5122717,
7232,d5616186,
7233,d5263690,
7234,d1347950,
7235,d9823373,
7236,d11863778,
7237,d7626785,Cafe
7238,d11841903,Italian
7239,d8463026,"Polish,European,Central European"
7240,d12657753,"Italian,Bar,Cafe,Pub"
7241,d5519899,
7242,d11657131,"Italian,Pizza,Mediterranean"
7243,d8338364,Italian
7244,d7994061,French
7245,d12903965,
7246,d10386626,Spanish
7247,d10597682,
7248,d8611686,
7249,d8064902,"French,European"
7250,d12000086,
7251,d1350490,
7252,d12661984,
7253,d10839493,"Peruvian,South American"
7254,d11758488,Cafe
7255,d12246247,"French,Lebanese,Mediterranean"
7256,d9604677,
7257,d964491,
7258,d7063449,Deli
7259,d5822505,Cafe
7260,d5614796,French
7261,d10040725,Spanish
7262,d5799961,
7263,d1035085,
7264,d12946942,
7265,d10257861,"Peruvian,South American"
7266,d5873399,
7267,d13298844,"Mediterranean,European,Contemporary"
7268,d5824628,Fast Food
7269,d12826225,
7270,d9817467,"European,Scandinavian,Vegetarian Friendly"
7271,d12156659,Wine Bar
7272,d5885977,Italian
7273,d10202124,Spanish
7274,d12320180,
7275,d11651720,"Brazilian,Latin,Fast Food,Spanish"
7276,d12336951,
7277,d1323099,"Italian,Pizza,Vegetarian Friendly"
7278,d8124178,"Italian,Pizza,Vegetarian Friendly"
7279,d990791,"Mediterranean,Spanish,Vegan Options"
7280,d1044100,
7281,d12165757,
7282,d5800729,French
7283,d8297246,Fast Food
7284,d10642457,Pizza
7285,d12091645,"Cafe,Vegetarian Friendly"
7286,d5828805,
7287,d10216185,
7288,d5615891,
7289,d11854799,"German,Vegetarian Friendly"
7290,d11832162,
7291,d940101,
7292,d9465421,Spanish
7293,d1204006,
7294,d4912090,"Cafe,Fast Food"
7295,d12357905,"Bakeries,French"
7296,d4770099,
7297,d7230447,"French,European,Vegetarian Friendly"
7298,d5544563,"French,European"
7299,d7113705,"Bar,Pub"
7300,d9781150,"Cafe,European,Danish"
7301,d10750344,
7302,d940510,
7303,d12976363,"Caribbean,Latin,Venezuelan"
7304,d10319803,Chinese
7305,d7314649,
7306,d7214794,French
7307,d9456775,Spanish
7308,d7953175,
7309,d7077236,"Mediterranean,Spanish"
7310,d3953336,"Bar,Pub,Vegetarian Friendly"
7311,d12321733,"Brazilian,Caribbean,South American"
7312,d10031805,Cafe
7313,d9981533,
7314,d5870750,
7315,d10820797,
7316,d8763528,
7317,d7973209,"Dutch,Cafe,European"
7318,d6418072,"Dessert,Cafe,Vegetarian Friendly"
7319,d8425494,
7320,d8338518,
7321,d1062422,Vegetarian Friendly
7322,d2014500,
7323,d5616657,Spanish
7324,d6702761,
7325,d12322698,"Dessert,Italian,Vegetarian Friendly"
7326,d10392243,
7327,d7887289,
7328,d5243329,
7329,d9562457,
7330,d10026656,
7331,d2010956,
7332,d5957545,
7333,d10338043,Cafe
7334,d8802036,"Cafe,Healthy"
7335,d11538644,
7336,d10821474,
7337,d5796257,Spanish
7338,d5615784,
7339,d7276823,
7340,d7311050,"Belgian,Bar,European"
7341,d8793769,"European,Portuguese"
7342,d4959571,
7343,d5963234,"Cafe,European,Portuguese"
7344,d5513995,
7345,d2322460,
7346,d12936195,
7347,d7910518,"Bar,Pub"
7348,d8494240,"Argentinean,Vegetarian Friendly"
7349,d10733352,
7350,d4843264,French
7351,d13001052,"Quick Bites,Fast Food"
7352,d12380099,
7353,d12860006,"Italian,Seafood,Mediterranean"
7354,d7285778,Cafe
7355,d11702167,French
7356,d5523822,
7357,d8338619,
7358,d4943053,Cafe
7359,d9697369,"Fast Food,Vegan Options"
7360,d12232694,Chinese
7361,d5254723,
7362,d12674936,"Sushi,Asian,Vietnamese,Vegetarian Friendly"
7363,d10623477,"Chinese,Japanese,Sushi"
7364,d5959836,"European,Portuguese"
7365,d12187927,"European,Central European,Vegetarian Friendly"
7366,d990636,"Mediterranean,Spanish,Basque"
7367,d10624285,
7368,d11688849,"American,Barbecue"
7369,d11912228,"Barbecue,European,Portuguese"
7370,d9763504,
7371,d11903569,French
7372,d4131064,"European,Vegetarian Friendly"
7373,d997964,
7374,d11719405,
7375,d9849149,
7376,d2693798,"European,Portuguese"
7377,d12032969,"Middle Eastern,Pakistani"
7378,d5080694,Mediterranean
7379,d11879673,"Steakhouse,Barbecue,Grill"
7380,d12788115,Pizza
7381,d1335029,
7382,d9785557,
7383,d1090513,"American,Vegetarian Friendly"
7384,d13232007,Grill
7385,d8339850,Italian
7386,d13415332,
7387,d11180524,
7388,d12404708,Cafe
7389,d8333989,"Indian,Vegetarian Friendly"
7390,d11921307,Indian
7391,d8597758,
7392,d5825579,
7393,d8746280,"Quick Bites,Fast Food"
7394,d990995,"Mediterranean,European,Spanish"
7395,d12157406,"American,Healthy"
7396,d6642101,
7397,d8339181,"Pizza,Vegetarian Friendly"
7398,d10713299,Cafe
7399,d1324359,French
7400,d8564532,
7401,d5791721,Pizza
7402,d5865420,
7403,d1098892,
7404,d9723548,
7405,d7234081,
7406,d9881524,"European,Danish"
7407,d5513883,
7408,d1039269,
7409,d9829840,
7410,d12490131,International
7411,d10394161,"Polish,European"
7412,d12644113,"Japanese,Asian"
7413,d11660538,
7414,d10884073,"Chinese,Asian,Cantonese"
7415,d6132048,"Mediterranean,Spanish"
7416,d12238438,
7417,d7189289,Quick Bites
7418,d1213112,
7419,d12479038,"Quick Bites,Fast Food"
7420,d11829626,
7421,d1126167,
7422,d5863742,
7423,d5959895,
7424,d8041098,"Mediterranean,Spanish"
7425,d10223184,"Dessert,Cafe"
7426,d5510270,
7427,d5122999,Indian
7428,d12452374,
7429,d12473137,Seafood
7430,d1334093,"French,European,Vegetarian Friendly"
7431,d12682862,"Bar,Pub"
7432,d9728824,"French,Wine Bar"
7433,d1336437,African
7434,d9711934,
7435,d5981238,"European,Portuguese"
7436,d10713466,"Austrian,Cafe,European"
7437,d3510857,
7438,d1340129,"European,Vegetarian Friendly"
7439,d11693153,"African,Bar,Cafe"
7440,d10082380,"Belgian,European"
7441,d12512061,"Bar,European,Pub"
7442,d1077859,
7443,d12596864,"Indian,Vegetarian Friendly,Vegan Options"
7444,d6429658,
7445,d9586379,"Bakeries,Cafe,Spanish"
7446,d9767189,"French,Wine Bar"
7447,d6196887,Cafe
7448,d12611029,
7449,d11800569,"Mediterranean,European,Spanish"
7450,d12171818,Fast Food
7451,d5813885,Pizza
7452,d10830503,"Sushi,Asian,Vegetarian Friendly"
7453,d8338524,
7454,d13185579,"Quick Bites,Cafe,British"
7455,d2091996,
7456,d3751428,
7457,d9767591,"Dessert,Italian,Bar"
7458,d8092961,"European,Portuguese"
7459,d11825436,
7460,d1322263,French
7461,d5865286,"Mediterranean,European,Spanish"
7462,d12228594,
7463,d12995096,
7464,d12525309,"Quick Bites,Japanese,Fast Food"
7465,d5986264,"Austrian,European,Central European"
7466,d4597143,
7467,d9873529,Healthy
7468,d1081031,
7469,d1337116,
7470,d10782585,Dessert
7471,d5969402,
7472,d7059601,"Cafe,European,Vegetarian Friendly"
7473,d7160762,"Asian,Vietnamese,Vegetarian Friendly"
7474,d5981654,
7475,d5519073,
7476,d2311036,Spanish
7477,d10910876,Cafe
7478,d5796579,
7479,d9726072,
7480,d7809372,
7481,d5796030,
7482,d5614832,Spanish
7483,d11653459,
7484,d5510263,"Italian,Vegetarian Friendly"
7485,d12542629,French
7486,d8132523,
7487,d964521,
7488,d3769272,"Mediterranean,Spanish"
7489,d1381912,
7490,d8757475,
7491,d10470924,
7492,d12400973,"Mediterranean,Spanish"
7493,d4404704,Italian
7494,d12066507,
7495,d6157665,"American,Steakhouse,Barbecue"
7496,d5243168,
7497,d10730433,
7498,d8338555,
7499,d12050622,
7500,d11700928,"Asian,Thai"
7501,d10066825,"European,Czech"
7502,d7993505,"Bar,South American"
7503,d11809827,
7504,d7995294,
7505,d11644560,"Dessert,Cafe,Vegetarian Friendly"
7506,d1147107,
7507,d12575804,
7508,d6542465,
7509,d11828719,
7510,d7651719,
7511,d11666944,
7512,d6705906,"Mediterranean,Spanish"
7513,d12225609,"Mediterranean,Spanish,Vegetarian Friendly"
7514,d1232088,"Dutch,European,Vegetarian Friendly"
7515,d8752107,"Barbecue,European,Portuguese"
7516,d7819963,Vegetarian Friendly
7517,d8616268,
7518,d10597012,
7519,d11678329,Cafe
7520,d8068662,"Indian,Vegetarian Friendly"
7521,d10627081,
7522,d8338325,
7523,d11716628,"Mediterranean,European,Spanish"
7524,d12535728,
7525,d10584379,Fast Food
7526,d10664281,
7527,d1534768,
7528,d12835806,"Cafe,European"
7529,d9735838,
7530,d12462288,
7531,d11873792,
7532,d1039266,
7533,d9750223,"German,Cafe,Deli"
7534,d12003615,"Mediterranean,Turkish,Middle Eastern"
7535,d5220150,
7536,d8666282,
7537,d8050905,"Peruvian,Latin,Spanish"
7538,d5122696,
7539,d4770134,
7540,d11918984,"Japanese,Sushi,Asian"
7541,d8117295,"Bar,Pub"
7542,d9739235,European
7543,d13055068,"Italian,Pizza,Mediterranean"
7544,d10623342,"Bakeries,Cafe"
7545,d12246677,"Bakeries,Cafe,Deli"
7546,d10058514,
7547,d12702393,
7548,d3653958,
7549,d10883993,Spanish
7550,d2569217,
7551,d5796795,French
7552,d1344137,
7553,d10898520,
7554,d7997882,"Italian,Cafe"
7555,d8408390,
7556,d2393764,
7557,d5795277,Spanish
7558,d5614259,Healthy
7559,d7952442,"Fast Food,Spanish"
7560,d5959997,
7561,d10454914,"Cafe,Vietnamese"
7562,d12640973,"Asian,Vegetarian Friendly"
7563,d12309283,"Mediterranean,European,Spanish"
7564,d10153493,
7565,d12607818,"Cafe,European,Vegetarian Friendly"
7566,d8339749,"Italian,Pizza"
7567,d6880900,"Bar,Pub"
7568,d12457922,Cafe
7569,d5851837,
7570,d11835021,Cafe
7571,d11283920,
7572,d8540292,Spanish
7573,d9814570,Vegetarian Friendly
7574,d10464588,"Belgian,European,Healthy"
7575,d5048779,
7576,d12190616,British
7577,d12334932,"Italian,Pizza,European"
7578,d13202379,Vietnamese
7579,d983684,
7580,d8448848,Grill
7581,d4911550,
7582,d10145743,"Steakhouse,Irish,Pub"
7583,d5494311,
7584,d1356455,"German,Vegetarian Friendly"
7585,d9743644,"Fast Food,Turkish"
7586,d8762942,
7587,d10021211,"Italian,Seafood,Mediterranean"
7588,d10077858,
7589,d8338324,
7590,d12670446,Japanese
7591,d4747919,"Bakeries,Vegetarian Friendly"
7592,d12657567,"European,Portuguese"
7593,d718209,
7594,d12245002,"European,Swedish"
7595,d11918527,Spanish
7596,d12562858,
7597,d5973370,"Austrian,European"
7598,d8768691,
7599,d12083322,
7600,d8488552,"European,Portuguese"
7601,d11869434,"Chinese,Asian,Vegetarian Friendly"
7602,d8796653,
7603,d10003871,International
7604,d10250557,"Bar,Pub"
7605,d942119,
7606,d11641755,"Vietnamese,Healthy,Vegetarian Friendly,Vegan Options"
7607,d4768028,"European,Czech"
7608,d11876071,
7609,d8685099,French
7610,d7990566,
7611,d2010714,"American,Irish,European"
7612,d13344437,
7613,d8396137,
7614,d12614376,"Cafe,Spanish"
7615,d1045656,
7616,d11874621,"Mediterranean,Spanish"
7617,d8372009,"Cafe,Vegetarian Friendly"
7618,d12326267,
7619,d5818982,
7620,d8054870,"Mediterranean,Spanish"
7621,d8454970,"Bar,British,Pub"
7622,d13171768,"Barbecue,European,Portuguese"
7623,d3180562,
7624,d12119024,"African,Ethiopian"
7625,d7684475,"French,Belgian,European"
7626,d8760942,"Cafe,European,Swedish"
7627,d1343297,Italian
7628,d12019796,
7629,d10626635,"Quick Bites,American,Fast Food"
7630,d7318812,"Mexican,Chinese,Japanese"
7631,d5506152,
7632,d12029347,Cafe
7633,d8462242,
7634,d8791363,
7635,d7337216,
7636,d2082640,
7637,d10552201,
7638,d5243130,"Italian,Vegetarian Friendly,Gluten Free Options"
7639,d8070872,"European,Danish"
7640,d12919833,Italian
7641,d10820619,
7642,d12112571,"American,Bar,Barbecue"
7643,d7123804,
7644,d991130,
7645,d5491178,"Mediterranean,Spanish"
7646,d12156145,
7647,d10799309,Turkish
7648,d5122132,
7649,d12277942,
7650,d10028456,
7651,d2022431,
7652,d5923635,"European,Portuguese"
7653,d12562856,
7654,d5820680,
7655,d9881066,
7656,d10558815,Italian
7657,d10782313,"French,Contemporary"
7658,d10692233,"Italian,Pizza"
7659,d12556914,"German,Bar,European,Pub"
7660,d12658732,"Asian,Vietnamese"
7661,d5813359,Italian
7662,d8490343,
7663,d8019002,
7664,d10591712,Cafe
7665,d11979798,"Fast Food,Vegetarian Friendly,Vegan Options"
7666,d11913867,Deli
7667,d990952,
7668,d7917283,
7669,d9453954,"Chinese,Japanese,Asian"
7670,d5957355,
7671,d2068087,
7672,d3355887,
7673,d9705189,Vegetarian Friendly
7674,d10593304,
7675,d5823951,
7676,d4801159,British
7677,d8787432,Caribbean
7678,d696191,
7679,d4828936,Cafe
7680,d12266993,Cafe
7681,d11847276,
7682,d10820096,
7683,d12557765,Seafood
7684,d8553476,
7685,d8804273,
7686,d1028972,
7687,d12563320,"French,Bar,European"
7688,d8297084,"American,Cafe"
7689,d8461757,
7690,d10810539,
7691,d5971829,
7692,d1024107,"Polish,European,Russian"
7693,d10338706,
7694,d11916617,European
7695,d11788030,
7696,d10227937,"Spanish,Vegetarian Friendly"
7697,d5870318,
7698,d10353668,
7699,d8705243,Cafe
7700,d8339700,
7701,d12923149,French
7702,d801581,
7703,d10129897,"Greek,Vegetarian Friendly"
7704,d8733119,Cafe
7705,d6514663,"Italian,Cafe"
7706,d11982130,French
7707,d5801020,"Fast Food,Turkish,Greek"
7708,d12636038,
7709,d945529,Bar
7710,d12143420,
7711,d10250701,
7712,d6594401,
7713,d5796101,"Mediterranean,Spanish"
7714,d7177191,
7715,d8613998,
7716,d11644694,
7717,d12419948,
7718,d8762950,
7719,d5108158,
7720,d12251521,
7721,d695248,
7722,d5496480,Spanish
7723,d6940326,"Cafe,European,Danish"
7724,d10816328,"French,Austrian,European"
7725,d10171093,Italian
7726,d11808287,"Bar,Mediterranean,Spanish,Pub"
7727,d8637972,
7728,d5977711,
7729,d13206835,"Asian,Vietnamese,Soups"
7730,d7226390,
7731,d2096515,
7732,d6687100,French
7733,d5976574,"Austrian,European,Vegetarian Friendly"
7734,d4912650,
7735,d12847011,"Dutch,European"
7736,d12092223,
7737,d11795802,
7738,d5122400,
7739,d12009782,Cafe
7740,d11949038,Spanish
7741,d2093364,"German,Vegetarian Friendly"
7742,d10667004,
7743,d8339944,Cafe
7744,d8841873,"Bar,Pub"
7745,d5443522,
7746,d7354156,"Italian,Bar,Cafe"
7747,d6413569,"European,Central European"
7748,d10801516,"Italian,Cafe,Mediterranean"
7749,d12447553,
7750,d4501283,"German,Fast Food"
7751,d991800,
7752,d11699519,Dessert
7753,d11828930,
7754,d7116289,
7755,d8775713,
7756,d1038985,German
7757,d7954277,
7758,d11905638,
7759,d12001478,Cafe
7760,d12714108,
7761,d954468,
7762,d10790633,
7763,d5814549,Fast Food
7764,d6704592,"Mediterranean,Spanish"
7765,d12153665,
7766,d7992658,"European,Portuguese"
7767,d12600268,French
7768,d1125077,"Swiss,Bar,Cafe"
7769,d1039192,
7770,d9601208,"Cafe,European,Vegetarian Friendly"
7771,d8389348,"French,Wine Bar"
7772,d5122901,Indian
7773,d695915,
7774,d10693216,"Italian,Pizza,Mediterranean"
7775,d1019784,"Swiss,European,Vegetarian Friendly"
7776,d1382832,
7777,d4767581,
7778,d5603997,"Fast Food,Street Food"
7779,d12559977,
7780,d13224786,"Barbecue,European"
7781,d8019133,"Cafe,European,Beijing Specialties"
7782,d10371618,Indian
7783,d13100274,"Lebanese,Mediterranean"
7784,d12188784,
7785,d7303776,
7786,d13312169,
7787,d12885170,
7788,d11784868,Deli
7789,d10894995,"Turkish,Middle Eastern"
7790,d10748187,"Fast Food,Turkish"
7791,d5529014,
7792,d10187853,
7793,d5513452,"Asian,Vietnamese"
7794,d10728417,Healthy
7795,d7238263,
7796,d11814236,
7797,d4768372,European
7798,d8355870,"Italian,Cafe,Vegetarian Friendly"
7799,d2615549,
7800,d10366241,
7801,d6637238,
7802,d4769512,Sushi
7803,d13149443,
7804,d7345568,"Italian,Cafe,Northern-Italian"
7805,d8410407,
7806,d10260672,"Bar,Pub"
7807,d12727036,"Mexican,Latin,Spanish"
7808,d10248474,"Cafe,European,Portuguese"
7809,d8806196,"Italian,Mediterranean"
7810,d8659891,"Healthy,Soups"
7811,d12980019,"Bar,British,Pub"
7812,d8297517,
7813,d10596947,"Dessert,Deli"
7814,d8745736,"Cafe,Vegetarian Friendly"
7815,d12323294,
7816,d10717036,
7817,d11918828,"Bar,Cafe,Mediterranean"
7818,d11741725,"European,Fusion"
7819,d10373454,
7820,d5857437,
7821,d2095258,"Italian,Mediterranean,Vegetarian Friendly"
7822,d4180543,
7823,d5510259,"Fast Food,Middle Eastern"
7824,d7741611,"Dessert,French"
7825,d1038903,"Italian,Vegetarian Friendly"
7826,d6220323,
7827,d10332757,
7828,d13004193,"Asian,Vietnamese,Vegetarian Friendly"
7829,d12124975,
7830,d5796309,
7831,d10177773,"Italian,European,Portuguese"
7832,d1626719,"Indian,Vegetarian Friendly"
7833,d8742598,"Chinese,Asian"
7834,d12095861,American
7835,d9455431,
7836,d9770110,
7837,d8540397,French
7838,d12652280,
7839,d7986118,"Bakeries,Cafe,European"
7840,d5796131,"Mediterranean,Spanish,Vegetarian Friendly"
7841,d8354044,"Fast Food,Turkish,Middle Eastern"
7842,d10836721,Vegetarian Friendly
7843,d5511857,
7844,d5616317,"German,Cafe"
7845,d6598382,Cafe
7846,d8460607,Diner
7847,d11795160,"Cafe,Vegetarian Friendly"
7848,d8341278,
7849,d8609053,Cafe
7850,d12866345,
7851,d8567141,
7852,d5794646,
7853,d5795466,
7854,d5977722,
7855,d5772951,
7856,d5776077,"Chinese,Asian"
7857,d10556029,French
7858,d6878612,"Italian,Fast Food"
7859,d10454950,
7860,d12857344,Asian
7861,d11846928,
7862,d10598394,Deli
7863,d13072321,
7864,d969913,
7865,d12377551,"Bar,Pub"
7866,d12633446,"German,Bar,International,Pub"
7867,d11888735,
7868,d10662555,"Belgian,European,Healthy,Street Food"
7869,d1336852,
7870,d8319480,
7871,d1356012,
7872,d5518590,
7873,d7699489,
7874,d6508855,"Lebanese,Mediterranean,Middle Eastern"
7875,d12671329,Cafe
7876,d11913689,
7877,d8119380,
7878,d8681015,
7879,d6969703,Cafe
7880,d715469,
7881,d12059463,
7882,d10734085,"Italian,Cafe"
7883,d10509783,
7884,d10335813,
7885,d13129649,
7886,d10507284,
7887,d10048297,"Dessert,Italian,Fast Food"
7888,d1908735,"Mexican,South American,Central American"
7889,d12642744,
7890,d12998100,Sushi
7891,d12943883,"Mediterranean,Spanish,Wine Bar"
7892,d9849178,Spanish
7893,d8119726,"European,Swedish"
7894,d10750277,Spanish
7895,d8533990,"European,Portuguese"
7896,d10520118,
7897,d12100323,Cafe
7898,d12877197,
7899,d11868039,"Chinese,Asian,Grill"
7900,d12708901,Italian
7901,d10595070,
7902,d3139563,
7903,d8274224,
7904,d4844577,
7905,d7099983,
7906,d5768275,
7907,d11718638,
7908,d7247526,French
7909,d13128470,"Italian,Pizza,Mediterranean"
7910,d9778647,
7911,d8154675,European
7912,d10465346,
7913,d11856859,
7914,d8381313,
7915,d8778937,
7916,d5122888,Chinese
7917,d12494783,
7918,d10164344,
7919,d8586443,
7920,d7178186,"Italian,European"
7921,d8713950,
7922,d1079753,"Mediterranean,Spanish"
7923,d7003174,Cafe
7924,d11965855,
7925,d8026726,Italian
7926,d8009937,Pizza
7927,d7046001,
7928,d5865584,French
7929,d4912336,
7930,d2161697,"Mexican,Latin,Spanish"
7931,d10785402,"Cafe,Vegetarian Friendly"
7932,d5123017,"Indian,Vegetarian Friendly"
7933,d2375066,French
7934,d11824130,
7935,d12880646,
7936,d5604290,"Quick Bites,Fast Food"
7937,d10539555,
7938,d9883811,"Italian,Seafood,Mediterranean"
7939,d8519355,"German,Brew Pub,Pub"
7940,d4770037,
7941,d11916261,
7942,d10047238,
7943,d6704381,Spanish
7944,d988033,Spanish
7945,d12387110,"Japanese,Sushi,Asian"
7946,d10686066,"Asian,Vietnamese,Vegetarian Friendly"
7947,d8594581,
7948,d1343490,"German,Fast Food"
7949,d12273000,
7950,d8279360,Cafe
7951,d4945282,"Cafe,Spanish,Vegetarian Friendly"
7952,d5790786,Spanish
7953,d5854539,"Cafe,Vegetarian Friendly"
7954,d12300241,
7955,d3923577,
7956,d12067859,"Italian,Pizza,Vegetarian Friendly"
7957,d10172242,French
7958,d5122686,
7959,d4605642,
7960,d2616613,
7961,d2297200,"Mediterranean,Spanish"
7962,d10714279,"Italian,Pizza,Vegetarian Friendly"
7963,d7250321,
7964,d991823,
7965,d7994557,"Mediterranean,Spanish,Vegetarian Friendly"
7966,d12150854,
7967,d5220346,
7968,d11913075,
7969,d717388,
7970,d959188,
7971,d5505722,
7972,d5851854,"German,Bar,Pub"
7973,d12407721,"European,Croatian"
7974,d5794967,
7975,d10040996,"Italian,Pizza,Vegetarian Friendly"
7976,d7652022,
7977,d12966638,
7978,d8598925,
7979,d8339687,"Italian,Pizza"
7980,d8068545,
7981,d10664008,
7982,d11544046,
7983,d9456855,Dessert
7984,d12818359,"Cafe,Healthy,Soups"
7985,d8633950,"European,Portuguese"
7986,d991205,Spanish
7987,d12925733,
7988,d8736531,
7989,d5614463,
7990,d12870847,
7991,d11679543,"Dessert,Italian,Cafe"
7992,d12175056,
7993,d11045696,
7994,d8339936,
7995,d1356444,
7996,d12952483,
7997,d4768437,
7998,d7185784,French
7999,d13126864,"American,Latin,Spanish"
8000,d11801250,
8001,d9711131,
8002,d10597083,German
8003,d13198094,
8004,d8455008,Indian
8005,d10815210,"Bar,Pub,Scandinavian"
8006,d1367079,"German,Austrian,European"
8007,d4770266,
8008,d10746398,
8009,d12217591,"European,Portuguese"
8010,d10626393,"Cafe,European,Contemporary"
8011,d9981954,
8012,d9808485,"Quick Bites,Fast Food"
8013,d8470903,French
8014,d6762671,"French,Bar"
8015,d8791400,"Bar,Pub"
8016,d5483185,
8017,d7885929,"European,Swedish,Scandinavian"
8018,d4769943,
8019,d9730144,
8020,d11926000,
8021,d6484995,Spanish
8022,d4061718,
8023,d11961446,"Pub,Gastropub"
8024,d10700914,"Italian,Wine Bar,Vegetarian Friendly"
8025,d5775967,
8026,d8776432,
8027,d5122707,
8028,d10832499,
8029,d7953129,
8030,d8702281,"American,Fast Food,Vegetarian Friendly"
8031,d7239610,"Italian,Pizza"
8032,d5864464,"Pizza,Fast Food"
8033,d12374306,"Dessert,Cafe,Vegetarian Friendly"
8034,d6894314,French
8035,d1055199,Sushi
8036,d11722695,"Bar,Pub"
8037,d10769196,Eastern European
8038,d12338767,Cafe
8039,d5870930,
8040,d5606692,"German,Seafood"
8041,d10452850,Pizza
8042,d8484623,"European,Swedish"
8043,d5506315,"Italian,Mediterranean,European"
8044,d5796035,"Chinese,Asian,Vegetarian Friendly"
8045,d4767651,
8046,d8460619,Cafe
8047,d8817842,"Asian,Thai,Cambodian"
8048,d4911868,
8049,d8766173,French
8050,d7994605,Fast Food
8051,d3343106,
8052,d10636243,
8053,d12161927,"Italian,Pizza,Vegetarian Friendly"
8054,d969171,Pub
8055,d12902630,"Lebanese,Fast Food,Mediterranean"
8056,d5873511,
8057,d6700348,"Italian,Pizza"
8058,d10661602,"Mediterranean,Spanish,Vegetarian Friendly"
8059,d10484173,
8060,d4724873,Cafe
8061,d5493128,
8062,d7622831,Italian
8063,d6210796,Bar
8064,d12705533,
8065,d7938911,
8066,d1128218,
8067,d10517930,European
8068,d12596770,
8069,d8825227,Chinese
8070,d9858143,
8071,d12245587,
8072,d13183984,
8073,d10643909,
8074,d10427232,"Bar,Pub"
8075,d789034,"Bar,Pub"
8076,d8759023,
8077,d8121729,"Mediterranean,Barbecue,Greek"
8078,d4164851,
8079,d12074668,"Bar,Pub"
8080,d10791338,Fast Food
8081,d7995766,"Belgian,European"
8082,d8298503,
8083,d11908735,
8084,d11882215,"Bar,Cafe,Spanish,Pub"
8085,d12672043,"Bar,Spanish,Pub"
8086,d9710669,"Bar,Pub"
8087,d1039250,"Italian,Vegetarian Friendly"
8088,d5768287,
8089,d11956707,
8090,d12657458,
8091,d952899,
8092,d1337431,
8093,d10636576,"French,International,European"
8094,d1357977,
8095,d5871285,
8096,d11921386,
8097,d12594650,"Cafe,Vegetarian Friendly"
8098,d9849824,Spanish
8099,d10464999,"Bakeries,Cafe,European"
8100,d8068561,
8101,d11543677,"Cafe,Fast Food,Mediterranean"
8102,d9697512,
8103,d7594508,
8104,d12148140,
8105,d10626880,"Fast Food,European"
8106,d12331265,"Italian,Vegetarian Friendly"
8107,d5813747,
8108,d2226096,"Italian,Vegetarian Friendly"
8109,d10810171,
8110,d8662722,"Mediterranean,Spanish"
8111,d9553131,"Italian,Pizza"
8112,d10027684,
8113,d9711446,American
8114,d8684244,"Brew Pub,Cafe,Mediterranean"
8115,d1098860,"Polish,European"
8116,d4589114,
8117,d5877948,
8118,d12636986,"Seafood,European,Scandinavian"
8119,d13143590,Cafe
8120,d1048327,
